feature_name	compartment	prefilter_column
Cells_Texture_InfoMeas1_Mito_5_02_256	Cells	False
Cells_Texture_InfoMeas1_Mito_5_03_256	Cells	False
Cells_Texture_InfoMeas1_Phalloidin_10_00_256	Cells	False
Cells_Texture_InfoMeas1_Phalloidin_10_01_256	Cells	False
Cells_Texture_InfoMeas1_Phalloidin_10_02_256	Cells	False
Cells_Texture_InfoMeas1_Phalloidin_10_03_256	Cells	False
Cells_Texture_InfoMeas1_Phalloidin_20_00_256	Cells	False
Cells_Texture_InfoMeas1_Phalloidin_20_01_256	Cells	False
Cells_Texture_InfoMeas1_Phalloidin_20_02_256	Cells	False
Cells_Texture_InfoMeas1_Phalloidin_20_03_256	Cells	False
Cells_Texture_InfoMeas1_Phalloidin_5_00_256	Cells	False
Cells_Texture_InfoMeas1_Phalloidin_5_01_256	Cells	False
Cells_Texture_InfoMeas1_Phalloidin_5_02_256	Cells	False
Cells_Texture_InfoMeas1_Phalloidin_5_03_256	Cells	False
Cells_Texture_InfoMeas1_WGA_10_00_256	Cells	False
Cells_Texture_InfoMeas1_WGA_10_01_256	Cells	False
Cells_Texture_InfoMeas1_WGA_10_02_256	Cells	False
Cells_Texture_InfoMeas1_WGA_10_03_256	Cells	False
Cells_Texture_InfoMeas1_WGA_20_00_256	Cells	False
Cells_Texture_InfoMeas1_WGA_20_01_256	Cells	False
Cells_Texture_InfoMeas1_WGA_20_02_256	Cells	False
Cells_Texture_InfoMeas1_WGA_20_03_256	Cells	False
Cells_Texture_InfoMeas1_WGA_5_00_256	Cells	False
Cells_Texture_InfoMeas1_WGA_5_01_256	Cells	False
Cells_Texture_InfoMeas1_WGA_5_02_256	Cells	False
Cells_Texture_InfoMeas1_WGA_5_03_256	Cells	False
Cells_Texture_InfoMeas2_ConA_10_00_256	Cells	False
Cells_Texture_InfoMeas2_ConA_10_01_256	Cells	False
Cells_Texture_InfoMeas2_ConA_10_02_256	Cells	False
Cells_Texture_InfoMeas2_ConA_10_03_256	Cells	False
Cells_Texture_InfoMeas2_ConA_20_00_256	Cells	False
Cells_Texture_InfoMeas2_ConA_20_01_256	Cells	False
Cells_Texture_InfoMeas2_ConA_20_02_256	Cells	False
Cells_Texture_InfoMeas2_ConA_20_03_256	Cells	False
Cells_Texture_InfoMeas2_ConA_5_00_256	Cells	False
Cells_Texture_InfoMeas2_ConA_5_01_256	Cells	False
Cells_Texture_InfoMeas2_ConA_5_02_256	Cells	False
Cells_Texture_InfoMeas2_ConA_5_03_256	Cells	False
Cells_Texture_InfoMeas2_DAPI_Painting_10_00_256	Cells	False
Cells_Texture_InfoMeas2_DAPI_Painting_10_01_256	Cells	False
Cells_Texture_InfoMeas2_DAPI_Painting_10_02_256	Cells	False
Cells_Texture_InfoMeas2_DAPI_Painting_10_03_256	Cells	False
Cells_Texture_InfoMeas2_DAPI_Painting_20_00_256	Cells	False
Cells_Texture_InfoMeas2_DAPI_Painting_20_01_256	Cells	False
Cells_Texture_InfoMeas2_DAPI_Painting_20_02_256	Cells	False
Cells_Texture_InfoMeas2_DAPI_Painting_20_03_256	Cells	False
Cells_Texture_InfoMeas2_DAPI_Painting_5_00_256	Cells	False
Cells_Texture_InfoMeas2_DAPI_Painting_5_01_256	Cells	False
Cells_Texture_InfoMeas2_DAPI_Painting_5_02_256	Cells	False
Cells_Texture_InfoMeas2_DAPI_Painting_5_03_256	Cells	False
Cells_Texture_InfoMeas2_Mito_10_00_256	Cells	False
Cells_Texture_InfoMeas2_Mito_10_01_256	Cells	False
Cells_Texture_InfoMeas2_Mito_10_02_256	Cells	False
Cells_Texture_InfoMeas2_Mito_10_03_256	Cells	False
Cells_Texture_InfoMeas2_Mito_20_00_256	Cells	False
Cells_Texture_InfoMeas2_Mito_20_01_256	Cells	False
Cells_Texture_InfoMeas2_Mito_20_02_256	Cells	False
Cells_Texture_InfoMeas2_Mito_20_03_256	Cells	False
Cells_Texture_InfoMeas2_Mito_5_00_256	Cells	False
Cells_Texture_InfoMeas2_Mito_5_01_256	Cells	False
Cells_Texture_InfoMeas2_Mito_5_02_256	Cells	False
Cells_Texture_InfoMeas2_Mito_5_03_256	Cells	False
Cells_Texture_InfoMeas2_Phalloidin_10_00_256	Cells	False
Cells_Texture_InfoMeas2_Phalloidin_10_01_256	Cells	False
Cells_Texture_InfoMeas2_Phalloidin_10_02_256	Cells	False
Cells_Texture_InfoMeas2_Phalloidin_10_03_256	Cells	False
Cells_Texture_InfoMeas2_Phalloidin_20_00_256	Cells	False
Cells_Texture_InfoMeas2_Phalloidin_20_01_256	Cells	False
Cells_Texture_InfoMeas2_Phalloidin_20_02_256	Cells	False
Cells_Texture_InfoMeas2_Phalloidin_20_03_256	Cells	False
Cells_Texture_InfoMeas2_Phalloidin_5_00_256	Cells	False
Cells_Texture_InfoMeas2_Phalloidin_5_01_256	Cells	False
Cells_Texture_InfoMeas2_Phalloidin_5_02_256	Cells	False
Cells_Texture_InfoMeas2_Phalloidin_5_03_256	Cells	False
Cells_Texture_InfoMeas2_WGA_10_00_256	Cells	False
Cells_Texture_InfoMeas2_WGA_10_01_256	Cells	False
Cells_Texture_InfoMeas2_WGA_10_02_256	Cells	False
Cells_Texture_InfoMeas2_WGA_10_03_256	Cells	False
Cells_Texture_InfoMeas2_WGA_20_00_256	Cells	False
Cells_Texture_InfoMeas2_WGA_20_01_256	Cells	False
Cells_Texture_InfoMeas2_WGA_20_02_256	Cells	False
Cells_Texture_InfoMeas2_WGA_20_03_256	Cells	False
Cells_Texture_InfoMeas2_WGA_5_00_256	Cells	False
Cells_Texture_InfoMeas2_WGA_5_01_256	Cells	False
Cells_Texture_InfoMeas2_WGA_5_02_256	Cells	False
Cells_Texture_InfoMeas2_WGA_5_03_256	Cells	False
Cells_Texture_InverseDifferenceMoment_ConA_10_00_256	Cells	False
Cells_Texture_InverseDifferenceMoment_ConA_10_01_256	Cells	False
Cells_Texture_InverseDifferenceMoment_ConA_10_02_256	Cells	False
Cells_Texture_InverseDifferenceMoment_ConA_10_03_256	Cells	False
Cells_Texture_InverseDifferenceMoment_ConA_20_00_256	Cells	False
Cells_Texture_InverseDifferenceMoment_ConA_20_01_256	Cells	False
Cells_Texture_InverseDifferenceMoment_ConA_20_02_256	Cells	False
Cells_Texture_InverseDifferenceMoment_ConA_20_03_256	Cells	False
Cells_Texture_InverseDifferenceMoment_ConA_5_00_256	Cells	False
Cells_Texture_InverseDifferenceMoment_ConA_5_01_256	Cells	False
Cells_Texture_InverseDifferenceMoment_ConA_5_02_256	Cells	False
Cells_Texture_InverseDifferenceMoment_ConA_5_03_256	Cells	False
Cells_Texture_InverseDifferenceMoment_DAPI_Painting_10_00_256	Cells	False
Cells_Texture_InverseDifferenceMoment_DAPI_Painting_10_01_256	Cells	False
Cells_Texture_InverseDifferenceMoment_DAPI_Painting_10_02_256	Cells	False
Cells_Texture_InverseDifferenceMoment_DAPI_Painting_10_03_256	Cells	False
Cells_Texture_InverseDifferenceMoment_DAPI_Painting_20_00_256	Cells	False
Cells_Texture_InverseDifferenceMoment_DAPI_Painting_20_01_256	Cells	False
Cells_Texture_InverseDifferenceMoment_DAPI_Painting_20_02_256	Cells	False
Cells_Texture_InverseDifferenceMoment_DAPI_Painting_20_03_256	Cells	False
Cells_Texture_InverseDifferenceMoment_DAPI_Painting_5_00_256	Cells	False
Cells_Texture_InverseDifferenceMoment_DAPI_Painting_5_01_256	Cells	False
Cells_Texture_InverseDifferenceMoment_DAPI_Painting_5_02_256	Cells	False
Cells_Texture_InverseDifferenceMoment_DAPI_Painting_5_03_256	Cells	False
Cells_Texture_InverseDifferenceMoment_Mito_10_00_256	Cells	False
Cells_Texture_InverseDifferenceMoment_Mito_10_01_256	Cells	False
Cells_Texture_InverseDifferenceMoment_Mito_10_02_256	Cells	False
Cells_Texture_InverseDifferenceMoment_Mito_10_03_256	Cells	False
Cells_Texture_InverseDifferenceMoment_Mito_20_00_256	Cells	False
Cells_Texture_InverseDifferenceMoment_Mito_20_01_256	Cells	False
Cells_Texture_InverseDifferenceMoment_Mito_20_02_256	Cells	False
Cells_Texture_InverseDifferenceMoment_Mito_20_03_256	Cells	False
Cells_Texture_InverseDifferenceMoment_Mito_5_00_256	Cells	False
Cells_Texture_InverseDifferenceMoment_Mito_5_01_256	Cells	False
Cells_Texture_InverseDifferenceMoment_Mito_5_02_256	Cells	False
Cells_Texture_InverseDifferenceMoment_Mito_5_03_256	Cells	False
Cells_Texture_InverseDifferenceMoment_Phalloidin_10_00_256	Cells	False
Cells_Texture_InverseDifferenceMoment_Phalloidin_10_01_256	Cells	False
Cells_Texture_InverseDifferenceMoment_Phalloidin_10_02_256	Cells	False
Cells_Texture_InverseDifferenceMoment_Phalloidin_10_03_256	Cells	False
Cells_Texture_InverseDifferenceMoment_Phalloidin_20_00_256	Cells	False
Cells_Texture_InverseDifferenceMoment_Phalloidin_20_01_256	Cells	False
Cells_Texture_InverseDifferenceMoment_Phalloidin_20_02_256	Cells	False
Cells_Texture_InverseDifferenceMoment_Phalloidin_20_03_256	Cells	False
Cells_Texture_InverseDifferenceMoment_Phalloidin_5_00_256	Cells	False
Cells_Texture_InverseDifferenceMoment_Phalloidin_5_01_256	Cells	False
Cells_Texture_InverseDifferenceMoment_Phalloidin_5_02_256	Cells	False
Cells_Texture_InverseDifferenceMoment_Phalloidin_5_03_256	Cells	False
Cells_Texture_InverseDifferenceMoment_WGA_10_00_256	Cells	False
Cells_Texture_InverseDifferenceMoment_WGA_10_01_256	Cells	False
Cells_Texture_InverseDifferenceMoment_WGA_10_02_256	Cells	False
Cells_Texture_InverseDifferenceMoment_WGA_10_03_256	Cells	False
Cells_Texture_InverseDifferenceMoment_WGA_20_00_256	Cells	False
Cells_Texture_InverseDifferenceMoment_WGA_20_01_256	Cells	False
Cells_Texture_InverseDifferenceMoment_WGA_20_02_256	Cells	False
Cells_Texture_InverseDifferenceMoment_WGA_20_03_256	Cells	False
Cells_Texture_InverseDifferenceMoment_WGA_5_00_256	Cells	False
Cells_Texture_InverseDifferenceMoment_WGA_5_01_256	Cells	False
Cells_Texture_InverseDifferenceMoment_WGA_5_02_256	Cells	False
Cells_Texture_InverseDifferenceMoment_WGA_5_03_256	Cells	False
Cells_Texture_SumAverage_ConA_10_00_256	Cells	False
Cells_Texture_SumAverage_ConA_10_01_256	Cells	False
Cells_Texture_SumAverage_ConA_10_02_256	Cells	False
Cells_Texture_SumAverage_ConA_10_03_256	Cells	False
Cells_Texture_SumAverage_ConA_20_00_256	Cells	False
Cells_Texture_SumAverage_ConA_20_01_256	Cells	False
Cells_Texture_SumAverage_ConA_20_02_256	Cells	False
Cells_Texture_SumAverage_ConA_20_03_256	Cells	False
Cells_Texture_SumAverage_ConA_5_00_256	Cells	False
Cells_Texture_SumAverage_ConA_5_01_256	Cells	False
Cells_Texture_SumAverage_ConA_5_02_256	Cells	False
Cells_Texture_SumAverage_ConA_5_03_256	Cells	False
Cells_Texture_SumAverage_DAPI_Painting_10_00_256	Cells	False
Cells_Texture_SumAverage_DAPI_Painting_10_01_256	Cells	False
Cells_Texture_SumAverage_DAPI_Painting_10_02_256	Cells	False
Cells_Texture_SumAverage_DAPI_Painting_10_03_256	Cells	False
Cells_Texture_SumAverage_DAPI_Painting_20_00_256	Cells	False
Cells_Texture_SumAverage_DAPI_Painting_20_01_256	Cells	False
Cells_Texture_SumAverage_DAPI_Painting_20_02_256	Cells	False
Cells_Texture_SumAverage_DAPI_Painting_20_03_256	Cells	False
Cells_Texture_SumAverage_DAPI_Painting_5_00_256	Cells	False
Cells_Texture_SumAverage_DAPI_Painting_5_01_256	Cells	False
Cells_Texture_SumAverage_DAPI_Painting_5_02_256	Cells	False
Cells_Texture_SumAverage_DAPI_Painting_5_03_256	Cells	False
Cells_Texture_SumAverage_Mito_10_00_256	Cells	False
Cells_Texture_SumAverage_Mito_10_01_256	Cells	False
Cells_Texture_SumAverage_Mito_10_02_256	Cells	False
Cells_Texture_SumAverage_Mito_10_03_256	Cells	False
Cells_Texture_SumAverage_Mito_20_00_256	Cells	False
Cells_Texture_SumAverage_Mito_20_01_256	Cells	False
Cells_Texture_SumAverage_Mito_20_02_256	Cells	False
Cells_Texture_SumAverage_Mito_20_03_256	Cells	False
Cells_Texture_SumAverage_Mito_5_00_256	Cells	False
Cells_Texture_SumAverage_Mito_5_01_256	Cells	False
Cells_Texture_SumAverage_Mito_5_02_256	Cells	False
Cells_Texture_SumAverage_Mito_5_03_256	Cells	False
Cells_Texture_SumAverage_Phalloidin_10_00_256	Cells	False
Cells_Texture_SumAverage_Phalloidin_10_01_256	Cells	False
Cells_Texture_SumAverage_Phalloidin_10_02_256	Cells	False
Cells_Texture_SumAverage_Phalloidin_10_03_256	Cells	False
Cells_Texture_SumAverage_Phalloidin_20_00_256	Cells	False
Cells_Texture_SumAverage_Phalloidin_20_01_256	Cells	False
Cells_Texture_SumAverage_Phalloidin_20_02_256	Cells	False
Cells_Texture_SumAverage_Phalloidin_20_03_256	Cells	False
Cells_Texture_SumAverage_Phalloidin_5_00_256	Cells	False
Cells_Texture_SumAverage_Phalloidin_5_01_256	Cells	False
Cells_Texture_SumAverage_Phalloidin_5_02_256	Cells	False
Cells_Texture_SumAverage_Phalloidin_5_03_256	Cells	False
Cells_Texture_SumAverage_WGA_10_00_256	Cells	False
Cells_Texture_SumAverage_WGA_10_01_256	Cells	False
Cells_Texture_SumAverage_WGA_10_02_256	Cells	False
Cells_Texture_SumAverage_WGA_10_03_256	Cells	False
Cells_Texture_SumAverage_WGA_20_00_256	Cells	False
Cells_Texture_SumAverage_WGA_20_01_256	Cells	False
Cells_Texture_SumAverage_WGA_20_02_256	Cells	False
Cells_Texture_SumAverage_WGA_20_03_256	Cells	False
Cells_Texture_SumAverage_WGA_5_00_256	Cells	False
Cells_Texture_SumAverage_WGA_5_01_256	Cells	False
Cells_Texture_SumAverage_WGA_5_02_256	Cells	False
Cells_Texture_SumAverage_WGA_5_03_256	Cells	False
Cells_Texture_SumEntropy_ConA_10_00_256	Cells	False
Cells_Texture_SumEntropy_ConA_10_01_256	Cells	False
Cells_Texture_SumEntropy_ConA_10_02_256	Cells	False
Cells_Texture_SumEntropy_ConA_10_03_256	Cells	False
Cells_Texture_SumEntropy_ConA_20_00_256	Cells	False
Cells_Texture_SumEntropy_ConA_20_01_256	Cells	False
Cells_Texture_SumEntropy_ConA_20_02_256	Cells	False
Cells_Texture_SumEntropy_ConA_20_03_256	Cells	False
Cells_Texture_SumEntropy_ConA_5_00_256	Cells	False
Cells_Texture_SumEntropy_ConA_5_01_256	Cells	False
Cells_Texture_SumEntropy_ConA_5_02_256	Cells	False
Cells_Texture_SumEntropy_ConA_5_03_256	Cells	False
Cells_Texture_SumEntropy_DAPI_Painting_10_00_256	Cells	False
Cells_Texture_SumEntropy_DAPI_Painting_10_01_256	Cells	False
Cells_Texture_SumEntropy_DAPI_Painting_10_02_256	Cells	False
Cells_Texture_SumEntropy_DAPI_Painting_10_03_256	Cells	False
Cells_Texture_SumEntropy_DAPI_Painting_20_00_256	Cells	False
Cells_Texture_SumEntropy_DAPI_Painting_20_01_256	Cells	False
Cells_Texture_SumEntropy_DAPI_Painting_20_02_256	Cells	False
Cells_Texture_SumEntropy_DAPI_Painting_20_03_256	Cells	False
Cells_Texture_SumEntropy_DAPI_Painting_5_00_256	Cells	False
Cells_Texture_SumEntropy_DAPI_Painting_5_01_256	Cells	False
Cells_Texture_SumEntropy_DAPI_Painting_5_02_256	Cells	False
Cells_Texture_SumEntropy_DAPI_Painting_5_03_256	Cells	False
Cells_Texture_SumEntropy_Mito_10_00_256	Cells	False
Cells_Texture_SumEntropy_Mito_10_01_256	Cells	False
Cells_Texture_SumEntropy_Mito_10_02_256	Cells	False
Cells_Texture_SumEntropy_Mito_10_03_256	Cells	False
Cells_Texture_SumEntropy_Mito_20_00_256	Cells	False
Cells_Texture_SumEntropy_Mito_20_01_256	Cells	False
Cells_Texture_SumEntropy_Mito_20_02_256	Cells	False
Cells_Texture_SumEntropy_Mito_20_03_256	Cells	False
Cells_Texture_SumEntropy_Mito_5_00_256	Cells	False
Cells_Texture_SumEntropy_Mito_5_01_256	Cells	False
Cells_Texture_SumEntropy_Mito_5_02_256	Cells	False
Cells_Texture_SumEntropy_Mito_5_03_256	Cells	False
Cells_Texture_SumEntropy_Phalloidin_10_00_256	Cells	False
Cells_Texture_SumEntropy_Phalloidin_10_01_256	Cells	False
Cells_Texture_SumEntropy_Phalloidin_10_02_256	Cells	False
Cells_Texture_SumEntropy_Phalloidin_10_03_256	Cells	False
Cells_Texture_SumEntropy_Phalloidin_20_00_256	Cells	False
Cells_Texture_SumEntropy_Phalloidin_20_01_256	Cells	False
Cells_Texture_SumEntropy_Phalloidin_20_02_256	Cells	False
Cells_Texture_SumEntropy_Phalloidin_20_03_256	Cells	False
Cells_Texture_SumEntropy_Phalloidin_5_00_256	Cells	False
Cells_Texture_SumEntropy_Phalloidin_5_01_256	Cells	False
Cells_Texture_SumEntropy_Phalloidin_5_02_256	Cells	False
Cells_Texture_SumEntropy_Phalloidin_5_03_256	Cells	False
Cells_Texture_SumEntropy_WGA_10_00_256	Cells	False
Cells_Texture_SumEntropy_WGA_10_01_256	Cells	False
Cells_Texture_SumEntropy_WGA_10_02_256	Cells	False
Cells_Texture_SumEntropy_WGA_10_03_256	Cells	False
Cells_Texture_SumEntropy_WGA_20_00_256	Cells	False
Cells_Texture_SumEntropy_WGA_20_01_256	Cells	False
Cells_Texture_SumEntropy_WGA_20_02_256	Cells	False
Cells_Texture_SumEntropy_WGA_20_03_256	Cells	False
Cells_Texture_SumEntropy_WGA_5_00_256	Cells	False
Cells_Texture_SumEntropy_WGA_5_01_256	Cells	False
Cells_Texture_SumEntropy_WGA_5_02_256	Cells	False
Cells_Texture_SumEntropy_WGA_5_03_256	Cells	False
Cells_Texture_SumVariance_ConA_10_00_256	Cells	False
Cells_Texture_SumVariance_ConA_10_01_256	Cells	False
Cells_Texture_SumVariance_ConA_10_02_256	Cells	False
Cells_Texture_SumVariance_ConA_10_03_256	Cells	False
Cells_Texture_SumVariance_ConA_20_00_256	Cells	False
Cells_Texture_SumVariance_ConA_20_01_256	Cells	False
Cells_Texture_SumVariance_ConA_20_02_256	Cells	False
Cells_Texture_SumVariance_ConA_20_03_256	Cells	False
Cells_Texture_SumVariance_ConA_5_00_256	Cells	False
Cells_Texture_SumVariance_ConA_5_01_256	Cells	False
Cells_Texture_SumVariance_ConA_5_02_256	Cells	False
Cells_Texture_SumVariance_ConA_5_03_256	Cells	False
Cells_Texture_SumVariance_DAPI_Painting_10_00_256	Cells	False
Cells_Texture_SumVariance_DAPI_Painting_10_01_256	Cells	False
Cells_Texture_SumVariance_DAPI_Painting_10_02_256	Cells	False
Cells_Texture_SumVariance_DAPI_Painting_10_03_256	Cells	False
Cells_Texture_SumVariance_DAPI_Painting_20_00_256	Cells	False
Cells_Texture_SumVariance_DAPI_Painting_20_01_256	Cells	False
Cells_Texture_SumVariance_DAPI_Painting_20_02_256	Cells	False
Cells_Texture_SumVariance_DAPI_Painting_20_03_256	Cells	False
Cells_Texture_SumVariance_DAPI_Painting_5_00_256	Cells	False
Cells_Texture_SumVariance_DAPI_Painting_5_01_256	Cells	False
Cells_Texture_SumVariance_DAPI_Painting_5_02_256	Cells	False
Cells_Texture_SumVariance_DAPI_Painting_5_03_256	Cells	False
Cells_Texture_SumVariance_Mito_10_00_256	Cells	False
Cells_Texture_SumVariance_Mito_10_01_256	Cells	False
Cells_Texture_SumVariance_Mito_10_02_256	Cells	False
Cells_Texture_SumVariance_Mito_10_03_256	Cells	False
Cells_Texture_SumVariance_Mito_20_00_256	Cells	False
Cells_Texture_SumVariance_Mito_20_01_256	Cells	False
Cells_Texture_SumVariance_Mito_20_02_256	Cells	False
Cells_Texture_SumVariance_Mito_20_03_256	Cells	False
Cells_Texture_SumVariance_Mito_5_00_256	Cells	False
Cells_Texture_SumVariance_Mito_5_01_256	Cells	False
Cells_Texture_SumVariance_Mito_5_02_256	Cells	False
Cells_Texture_SumVariance_Mito_5_03_256	Cells	False
Cells_Texture_SumVariance_Phalloidin_10_00_256	Cells	False
Cells_Texture_SumVariance_Phalloidin_10_01_256	Cells	False
Cells_Texture_SumVariance_Phalloidin_10_02_256	Cells	False
Cells_Texture_SumVariance_Phalloidin_10_03_256	Cells	False
Cells_Texture_SumVariance_Phalloidin_20_00_256	Cells	False
Cells_Texture_SumVariance_Phalloidin_20_01_256	Cells	False
Cells_Texture_SumVariance_Phalloidin_20_02_256	Cells	False
Cells_Texture_SumVariance_Phalloidin_20_03_256	Cells	False
Cells_Texture_SumVariance_Phalloidin_5_00_256	Cells	False
Cells_Texture_SumVariance_Phalloidin_5_01_256	Cells	False
Cells_Texture_SumVariance_Phalloidin_5_02_256	Cells	False
Cells_Texture_SumVariance_Phalloidin_5_03_256	Cells	False
Cells_Texture_SumVariance_WGA_10_00_256	Cells	False
Cells_Texture_SumVariance_WGA_10_01_256	Cells	False
Cells_Texture_SumVariance_WGA_10_02_256	Cells	False
Cells_Texture_SumVariance_WGA_10_03_256	Cells	False
Cells_Texture_SumVariance_WGA_20_00_256	Cells	False
Cells_Texture_SumVariance_WGA_20_01_256	Cells	False
Cells_Texture_SumVariance_WGA_20_02_256	Cells	False
Cells_Texture_SumVariance_WGA_20_03_256	Cells	False
Cells_Texture_SumVariance_WGA_5_00_256	Cells	False
Cells_Texture_SumVariance_WGA_5_01_256	Cells	False
Cells_Texture_SumVariance_WGA_5_02_256	Cells	False
Cells_Texture_SumVariance_WGA_5_03_256	Cells	False
Cells_Texture_Variance_ConA_10_00_256	Cells	False
Cells_Texture_Variance_ConA_10_01_256	Cells	False
Cells_Texture_Variance_ConA_10_02_256	Cells	False
Cells_Texture_Variance_ConA_10_03_256	Cells	False
Cells_Texture_Variance_ConA_20_00_256	Cells	False
Cells_Texture_Variance_ConA_20_01_256	Cells	False
Cells_Texture_Variance_ConA_20_02_256	Cells	False
Cells_Texture_Variance_ConA_20_03_256	Cells	False
Cells_Texture_Variance_ConA_5_00_256	Cells	False
Cells_Texture_Variance_ConA_5_01_256	Cells	False
Cells_Texture_Variance_ConA_5_02_256	Cells	False
Cells_Texture_Variance_ConA_5_03_256	Cells	False
Cells_Texture_Variance_DAPI_Painting_10_00_256	Cells	False
Cells_Texture_Variance_DAPI_Painting_10_01_256	Cells	False
Cells_Texture_Variance_DAPI_Painting_10_02_256	Cells	False
Cells_Texture_Variance_DAPI_Painting_10_03_256	Cells	False
Cells_Texture_Variance_DAPI_Painting_20_00_256	Cells	False
Cells_Texture_Variance_DAPI_Painting_20_01_256	Cells	False
Cells_Texture_Variance_DAPI_Painting_20_02_256	Cells	False
Cells_Texture_Variance_DAPI_Painting_20_03_256	Cells	False
Cells_Texture_Variance_DAPI_Painting_5_00_256	Cells	False
Cells_Texture_Variance_DAPI_Painting_5_01_256	Cells	False
Cells_Texture_Variance_DAPI_Painting_5_02_256	Cells	False
Cells_Texture_Variance_DAPI_Painting_5_03_256	Cells	False
Cells_Texture_Variance_Mito_10_00_256	Cells	False
Cells_Texture_Variance_Mito_10_01_256	Cells	False
Cells_Texture_Variance_Mito_10_02_256	Cells	False
Cells_Texture_Variance_Mito_10_03_256	Cells	False
Cells_Texture_Variance_Mito_20_00_256	Cells	False
Cells_Texture_Variance_Mito_20_01_256	Cells	False
Cells_Texture_Variance_Mito_20_02_256	Cells	False
Cells_Texture_Variance_Mito_20_03_256	Cells	False
Cells_Texture_Variance_Mito_5_00_256	Cells	False
Cells_Texture_Variance_Mito_5_01_256	Cells	False
Cells_Texture_Variance_Mito_5_02_256	Cells	False
Cells_Texture_Variance_Mito_5_03_256	Cells	False
Cells_Texture_Variance_Phalloidin_10_00_256	Cells	False
Cells_Texture_Variance_Phalloidin_10_01_256	Cells	False
Cells_Texture_Variance_Phalloidin_10_02_256	Cells	False
Cells_Texture_Variance_Phalloidin_10_03_256	Cells	False
Cells_Texture_Variance_Phalloidin_20_00_256	Cells	False
Cells_Texture_Variance_Phalloidin_20_01_256	Cells	False
Cells_Texture_Variance_Phalloidin_20_02_256	Cells	False
Cells_Texture_Variance_Phalloidin_20_03_256	Cells	False
Cells_Texture_Variance_Phalloidin_5_00_256	Cells	False
Cells_Texture_Variance_Phalloidin_5_01_256	Cells	False
Cells_Texture_Variance_Phalloidin_5_02_256	Cells	False
Cells_Texture_Variance_Phalloidin_5_03_256	Cells	False
Cells_Texture_Variance_WGA_10_00_256	Cells	False
Cells_Texture_Variance_WGA_10_01_256	Cells	False
Cells_Texture_Variance_WGA_10_02_256	Cells	False
Cells_Texture_Variance_WGA_10_03_256	Cells	False
Cells_Texture_Variance_WGA_20_00_256	Cells	False
Cells_Texture_Variance_WGA_20_01_256	Cells	False
Cells_Texture_Variance_WGA_20_02_256	Cells	False
Cells_Texture_Variance_WGA_20_03_256	Cells	False
Cells_Texture_Variance_WGA_5_00_256	Cells	False
Cells_Texture_Variance_WGA_5_01_256	Cells	False
Cells_Texture_Variance_WGA_5_02_256	Cells	False
Cells_Texture_Variance_WGA_5_03_256	Cells	False
Cytoplasm_AreaShape_Area	Cytoplasm	False
Cytoplasm_AreaShape_BoundingBoxArea	Cytoplasm	False
Cytoplasm_AreaShape_BoundingBoxMaximum_X	Cytoplasm	False
Cytoplasm_AreaShape_BoundingBoxMaximum_Y	Cytoplasm	False
Cytoplasm_AreaShape_BoundingBoxMinimum_X	Cytoplasm	False
Cytoplasm_AreaShape_BoundingBoxMinimum_Y	Cytoplasm	False
Cytoplasm_AreaShape_Center_X	Cytoplasm	False
Cytoplasm_AreaShape_Center_Y	Cytoplasm	False
Cytoplasm_AreaShape_CentralMoment_0_0	Cytoplasm	False
Cytoplasm_AreaShape_CentralMoment_0_1	Cytoplasm	False
Cytoplasm_AreaShape_CentralMoment_0_2	Cytoplasm	False
Cytoplasm_AreaShape_CentralMoment_0_3	Cytoplasm	False
Cytoplasm_AreaShape_CentralMoment_1_0	Cytoplasm	False
Cytoplasm_AreaShape_CentralMoment_1_1	Cytoplasm	False
Cytoplasm_AreaShape_CentralMoment_1_2	Cytoplasm	False
Cytoplasm_AreaShape_CentralMoment_1_3	Cytoplasm	False
Cytoplasm_AreaShape_CentralMoment_2_0	Cytoplasm	False
Cytoplasm_AreaShape_CentralMoment_2_1	Cytoplasm	False
Cytoplasm_AreaShape_CentralMoment_2_2	Cytoplasm	False
Cytoplasm_AreaShape_CentralMoment_2_3	Cytoplasm	False
Cytoplasm_AreaShape_Compactness	Cytoplasm	False
Cytoplasm_AreaShape_Eccentricity	Cytoplasm	False
Cytoplasm_AreaShape_EquivalentDiameter	Cytoplasm	False
Cytoplasm_AreaShape_EulerNumber	Cytoplasm	False
Cytoplasm_AreaShape_Extent	Cytoplasm	False
Cytoplasm_AreaShape_FormFactor	Cytoplasm	False
Cytoplasm_AreaShape_HuMoment_0	Cytoplasm	False
Cytoplasm_AreaShape_HuMoment_1	Cytoplasm	False
Cytoplasm_AreaShape_HuMoment_2	Cytoplasm	False
Cytoplasm_AreaShape_HuMoment_3	Cytoplasm	False
Cytoplasm_AreaShape_HuMoment_4	Cytoplasm	False
Cytoplasm_AreaShape_HuMoment_5	Cytoplasm	False
Cytoplasm_AreaShape_HuMoment_6	Cytoplasm	False
Cytoplasm_AreaShape_InertiaTensorEigenvalues_0	Cytoplasm	False
Cytoplasm_AreaShape_InertiaTensorEigenvalues_1	Cytoplasm	False
Cytoplasm_AreaShape_InertiaTensor_0_0	Cytoplasm	False
Cytoplasm_AreaShape_InertiaTensor_0_1	Cytoplasm	False
Cytoplasm_AreaShape_InertiaTensor_1_0	Cytoplasm	False
