feature_name	compartment	prefilter_column
Cells_Correlation_Overlap_DAPI_Painting_WGA	Cells	False
Cells_Correlation_Overlap_Mito_Phalloidin	Cells	False
Cells_Correlation_Overlap_Mito_WGA	Cells	False
Cells_Correlation_Overlap_Phalloidin_WGA	Cells	False
Cells_Granularity_10_ConA	Cells	False
Cells_Granularity_10_DAPI_Painting	Cells	False
Cells_Granularity_10_Mito	Cells	False
Cells_Granularity_10_Phalloidin	Cells	False
Cells_Granularity_10_WGA	Cells	False
Cells_Granularity_11_ConA	Cells	False
Cells_Granularity_11_DAPI_Painting	Cells	False
Cells_Granularity_11_Mito	Cells	False
Cells_Granularity_11_Phalloidin	Cells	False
Cells_Granularity_11_WGA	Cells	False
Cells_Granularity_12_ConA	Cells	False
Cells_Granularity_12_DAPI_Painting	Cells	False
Cells_Granularity_12_Mito	Cells	False
Cells_Granularity_12_Phalloidin	Cells	False
Cells_Granularity_12_WGA	Cells	False
Cells_Granularity_13_ConA	Cells	False
Cells_Granularity_13_DAPI_Painting	Cells	False
Cells_Granularity_13_Mito	Cells	False
Cells_Granularity_13_Phalloidin	Cells	False
Cells_Granularity_13_WGA	Cells	False
Cells_Granularity_14_ConA	Cells	False
Cells_Granularity_14_DAPI_Painting	Cells	False
Cells_Granularity_14_Mito	Cells	False
Cells_Granularity_14_Phalloidin	Cells	False
Cells_Granularity_14_WGA	Cells	False
Cells_Granularity_15_ConA	Cells	False
Cells_Granularity_15_DAPI_Painting	Cells	False
Cells_Granularity_15_Mito	Cells	False
Cells_Granularity_15_Phalloidin	Cells	False
Cells_Granularity_15_WGA	Cells	False
Cells_Granularity_16_ConA	Cells	False
Cells_Granularity_16_DAPI_Painting	Cells	False
Cells_Granularity_16_Mito	Cells	False
Cells_Granularity_16_Phalloidin	Cells	False
Cells_Granularity_16_WGA	Cells	False
Cells_Granularity_1_ConA	Cells	False
Cells_Granularity_1_DAPI_Painting	Cells	False
Cells_Granularity_1_Mito	Cells	False
Cells_Granularity_1_Phalloidin	Cells	False
Cells_Granularity_1_WGA	Cells	False
Cells_Granularity_2_ConA	Cells	False
Cells_Granularity_2_DAPI_Painting	Cells	False
Cells_Granularity_2_Mito	Cells	False
Cells_Granularity_2_Phalloidin	Cells	False
Cells_Granularity_2_WGA	Cells	False
Cells_Granularity_3_ConA	Cells	False
Cells_Granularity_3_DAPI_Painting	Cells	False
Cells_Granularity_3_Mito	Cells	False
Cells_Granularity_3_Phalloidin	Cells	False
Cells_Granularity_3_WGA	Cells	False
Cells_Granularity_4_ConA	Cells	False
Cells_Granularity_4_DAPI_Painting	Cells	False
Cells_Granularity_4_Mito	Cells	False
Cells_Granularity_4_Phalloidin	Cells	False
Cells_Granularity_4_WGA	Cells	False
Cells_Granularity_5_ConA	Cells	False
Cells_Granularity_5_DAPI_Painting	Cells	False
Cells_Granularity_5_Mito	Cells	False
Cells_Granularity_5_Phalloidin	Cells	False
Cells_Granularity_5_WGA	Cells	False
Cells_Granularity_6_ConA	Cells	False
Cells_Granularity_6_DAPI_Painting	Cells	False
Cells_Granularity_6_Mito	Cells	False
Cells_Granularity_6_Phalloidin	Cells	False
Cells_Granularity_6_WGA	Cells	False
Cells_Granularity_7_ConA	Cells	False
Cells_Granularity_7_DAPI_Painting	Cells	False
Cells_Granularity_7_Mito	Cells	False
Cells_Granularity_7_Phalloidin	Cells	False
Cells_Granularity_7_WGA	Cells	False
Cells_Granularity_8_ConA	Cells	False
Cells_Granularity_8_DAPI_Painting	Cells	False
Cells_Granularity_8_Mito	Cells	False
Cells_Granularity_8_Phalloidin	Cells	False
Cells_Granularity_8_WGA	Cells	False
Cells_Granularity_9_ConA	Cells	False
Cells_Granularity_9_DAPI_Painting	Cells	False
Cells_Granularity_9_Mito	Cells	False
Cells_Granularity_9_Phalloidin	Cells	False
Cells_Granularity_9_WGA	Cells	False
Cells_Intensity_IntegratedIntensityEdge_ConA	Cells	False
Cells_Intensity_IntegratedIntensityEdge_DAPI_Painting	Cells	False
Cells_Intensity_IntegratedIntensityEdge_MaskedBarcodes_IntValues	Cells	True
Cells_Intensity_IntegratedIntensityEdge_MaskedScores_IntValues	Cells	False
Cells_Intensity_IntegratedIntensityEdge_Mito	Cells	False
Cells_Intensity_IntegratedIntensityEdge_Phalloidin	Cells	False
Cells_Intensity_IntegratedIntensityEdge_WGA	Cells	False
Cells_Intensity_IntegratedIntensityEdge_WellEdgeDistance	Cells	False
Cells_Intensity_IntegratedIntensity_ConA	Cells	False
Cells_Intensity_IntegratedIntensity_DAPI_Painting	Cells	False
Cells_Intensity_IntegratedIntensity_MaskedBarcodes_IntValues	Cells	True
Cells_Intensity_IntegratedIntensity_MaskedScores_IntValues	Cells	False
Cells_Intensity_IntegratedIntensity_Mito	Cells	False
Cells_Intensity_IntegratedIntensity_Phalloidin	Cells	False
Cells_Intensity_IntegratedIntensity_WGA	Cells	False
Cells_Intensity_IntegratedIntensity_WellEdgeDistance	Cells	False
Cells_Intensity_LowerQuartileIntensity_ConA	Cells	False
Cells_Intensity_LowerQuartileIntensity_DAPI_Painting	Cells	False
Cells_Intensity_LowerQuartileIntensity_MaskedBarcodes_IntValues	Cells	True
Cells_Intensity_LowerQuartileIntensity_MaskedScores_IntValues	Cells	False
Cells_Intensity_LowerQuartileIntensity_Mito	Cells	False
Cells_Intensity_LowerQuartileIntensity_Phalloidin	Cells	False
Cells_Intensity_LowerQuartileIntensity_WGA	Cells	False
Cells_Intensity_LowerQuartileIntensity_WellEdgeDistance	Cells	False
Cells_Intensity_MADIntensity_ConA	Cells	False
Cells_Intensity_MADIntensity_DAPI_Painting	Cells	False
Cells_Intensity_MADIntensity_MaskedBarcodes_IntValues	Cells	True
Cells_Intensity_MADIntensity_MaskedScores_IntValues	Cells	False
Cells_Intensity_MADIntensity_Mito	Cells	False
Cells_Intensity_MADIntensity_Phalloidin	Cells	False
Cells_Intensity_MADIntensity_WGA	Cells	False
Cells_Intensity_MADIntensity_WellEdgeDistance	Cells	False
Cells_Intensity_MassDisplacement_ConA	Cells	False
Cells_Intensity_MassDisplacement_DAPI_Painting	Cells	False
Cells_Intensity_MassDisplacement_MaskedBarcodes_IntValues	Cells	True
Cells_Intensity_MassDisplacement_MaskedScores_IntValues	Cells	False
Cells_Intensity_MassDisplacement_Mito	Cells	False
Cells_Intensity_MassDisplacement_Phalloidin	Cells	False
Cells_Intensity_MassDisplacement_WGA	Cells	False
Cells_Intensity_MassDisplacement_WellEdgeDistance	Cells	False
Cells_Intensity_MaxIntensityEdge_ConA	Cells	False
Cells_Intensity_MaxIntensityEdge_DAPI_Painting	Cells	False
Cells_Intensity_MaxIntensityEdge_MaskedBarcodes_IntValues	Cells	True
Cells_Intensity_MaxIntensityEdge_MaskedScores_IntValues	Cells	False
Cells_Intensity_MaxIntensityEdge_Mito	Cells	False
Cells_Intensity_MaxIntensityEdge_Phalloidin	Cells	False
Cells_Intensity_MaxIntensityEdge_WGA	Cells	False
Cells_Intensity_MaxIntensityEdge_WellEdgeDistance	Cells	False
Cells_Intensity_MaxIntensity_ConA	Cells	False
Cells_Intensity_MaxIntensity_DAPI_Painting	Cells	False
Cells_Intensity_MaxIntensity_MaskedBarcodes_IntValues	Cells	True
Cells_Intensity_MaxIntensity_MaskedScores_IntValues	Cells	False
Cells_Intensity_MaxIntensity_Mito	Cells	False
Cells_Intensity_MaxIntensity_Phalloidin	Cells	False
Cells_Intensity_MaxIntensity_WGA	Cells	False
Cells_Intensity_MaxIntensity_WellEdgeDistance	Cells	False
Cells_Intensity_MeanIntensityEdge_ConA	Cells	False
Cells_Intensity_MeanIntensityEdge_DAPI_Painting	Cells	False
Cells_Intensity_MeanIntensityEdge_MaskedBarcodes_IntValues	Cells	True
Cells_Intensity_MeanIntensityEdge_MaskedScores_IntValues	Cells	False
Cells_Intensity_MeanIntensityEdge_Mito	Cells	False
Cells_Intensity_MeanIntensityEdge_Phalloidin	Cells	False
Cells_Intensity_MeanIntensityEdge_WGA	Cells	False
Cells_Intensity_MeanIntensityEdge_WellEdgeDistance	Cells	False
Cells_Intensity_MeanIntensity_ConA	Cells	False
Cells_Intensity_MeanIntensity_DAPI_Painting	Cells	False
Cells_Intensity_MeanIntensity_MaskedBarcodes_IntValues	Cells	True
Cells_Intensity_MeanIntensity_MaskedScores_IntValues	Cells	False
Cells_Intensity_MeanIntensity_Mito	Cells	False
Cells_Intensity_MeanIntensity_Phalloidin	Cells	False
Cells_Intensity_MeanIntensity_WGA	Cells	False
Cells_Intensity_MeanIntensity_WellEdgeDistance	Cells	False
Cells_Intensity_MedianIntensity_ConA	Cells	False
Cells_Intensity_MedianIntensity_DAPI_Painting	Cells	False
Cells_Intensity_MedianIntensity_MaskedBarcodes_IntValues	Cells	True
Cells_Intensity_MedianIntensity_MaskedScores_IntValues	Cells	False
Cells_Intensity_MedianIntensity_Mito	Cells	False
Cells_Intensity_MedianIntensity_Phalloidin	Cells	False
Cells_Intensity_MedianIntensity_WGA	Cells	False
Cells_Intensity_MedianIntensity_WellEdgeDistance	Cells	False
Cells_Intensity_MinIntensityEdge_ConA	Cells	False
Cells_Intensity_MinIntensityEdge_DAPI_Painting	Cells	False
Cells_Intensity_MinIntensityEdge_MaskedBarcodes_IntValues	Cells	True
Cells_Intensity_MinIntensityEdge_MaskedScores_IntValues	Cells	False
Cells_Intensity_MinIntensityEdge_Mito	Cells	False
Cells_Intensity_MinIntensityEdge_Phalloidin	Cells	False
Cells_Intensity_MinIntensityEdge_WGA	Cells	False
Cells_Intensity_MinIntensityEdge_WellEdgeDistance	Cells	False
Cells_Intensity_MinIntensity_ConA	Cells	False
Cells_Intensity_MinIntensity_DAPI_Painting	Cells	False
Cells_Intensity_MinIntensity_MaskedBarcodes_IntValues	Cells	True
Cells_Intensity_MinIntensity_MaskedScores_IntValues	Cells	False
Cells_Intensity_MinIntensity_Mito	Cells	False
Cells_Intensity_MinIntensity_Phalloidin	Cells	False
Cells_Intensity_MinIntensity_WGA	Cells	False
Cells_Intensity_MinIntensity_WellEdgeDistance	Cells	False
Cells_Intensity_StdIntensityEdge_ConA	Cells	False
Cells_Intensity_StdIntensityEdge_DAPI_Painting	Cells	False
Cells_Intensity_StdIntensityEdge_MaskedBarcodes_IntValues	Cells	True
Cells_Intensity_StdIntensityEdge_MaskedScores_IntValues	Cells	False
Cells_Intensity_StdIntensityEdge_Mito	Cells	False
Cells_Intensity_StdIntensityEdge_Phalloidin	Cells	False
Cells_Intensity_StdIntensityEdge_WGA	Cells	False
Cells_Intensity_StdIntensityEdge_WellEdgeDistance	Cells	False
Cells_Intensity_StdIntensity_ConA	Cells	False
Cells_Intensity_StdIntensity_DAPI_Painting	Cells	False
Cells_Intensity_StdIntensity_MaskedBarcodes_IntValues	Cells	True
Cells_Intensity_StdIntensity_MaskedScores_IntValues	Cells	False
Cells_Intensity_StdIntensity_Mito	Cells	False
Cells_Intensity_StdIntensity_Phalloidin	Cells	False
Cells_Intensity_StdIntensity_WGA	Cells	False
Cells_Intensity_StdIntensity_WellEdgeDistance	Cells	False
Cells_Intensity_UpperQuartileIntensity_ConA	Cells	False
Cells_Intensity_UpperQuartileIntensity_DAPI_Painting	Cells	False
Cells_Intensity_UpperQuartileIntensity_MaskedBarcodes_IntValues	Cells	True
Cells_Intensity_UpperQuartileIntensity_MaskedScores_IntValues	Cells	False
Cells_Intensity_UpperQuartileIntensity_Mito	Cells	False
Cells_Intensity_UpperQuartileIntensity_Phalloidin	Cells	False
Cells_Intensity_UpperQuartileIntensity_WGA	Cells	False
Cells_Intensity_UpperQuartileIntensity_WellEdgeDistance	Cells	False
Cells_Location_CenterMassIntensity_X_ConA	Cells	True
Cells_Location_CenterMassIntensity_X_DAPI_Painting	Cells	True
Cells_Location_CenterMassIntensity_X_MaskedBarcodes_IntValues	Cells	True
Cells_Location_CenterMassIntensity_X_MaskedScores_IntValues	Cells	True
Cells_Location_CenterMassIntensity_X_Mito	Cells	True
Cells_Location_CenterMassIntensity_X_Phalloidin	Cells	True
Cells_Location_CenterMassIntensity_X_WGA	Cells	True
Cells_Location_CenterMassIntensity_X_WellEdgeDistance	Cells	True
Cells_Location_CenterMassIntensity_Y_ConA	Cells	True
Cells_Location_CenterMassIntensity_Y_DAPI_Painting	Cells	True
Cells_Location_CenterMassIntensity_Y_MaskedBarcodes_IntValues	Cells	True
Cells_Location_CenterMassIntensity_Y_MaskedScores_IntValues	Cells	True
Cells_Location_CenterMassIntensity_Y_Mito	Cells	True
Cells_Location_CenterMassIntensity_Y_Phalloidin	Cells	True
Cells_Location_CenterMassIntensity_Y_WGA	Cells	True
Cells_Location_CenterMassIntensity_Y_WellEdgeDistance	Cells	True
Cells_Location_CenterMassIntensity_Z_ConA	Cells	True
Cells_Location_CenterMassIntensity_Z_DAPI_Painting	Cells	True
Cells_Location_CenterMassIntensity_Z_MaskedBarcodes_IntValues	Cells	True
Cells_Location_CenterMassIntensity_Z_MaskedScores_IntValues	Cells	True
Cells_Location_CenterMassIntensity_Z_Mito	Cells	True
Cells_Location_CenterMassIntensity_Z_Phalloidin	Cells	True
Cells_Location_CenterMassIntensity_Z_WGA	Cells	True
Cells_Location_CenterMassIntensity_Z_WellEdgeDistance	Cells	True
Cells_Location_Center_X	Cells	True
Cells_Location_Center_Y	Cells	True
Cells_Location_Center_Z	Cells	True
Cells_Location_MaxIntensity_X_ConA	Cells	True
Cells_Location_MaxIntensity_X_DAPI_Painting	Cells	True
Cells_Location_MaxIntensity_X_MaskedBarcodes_IntValues	Cells	True
Cells_Location_MaxIntensity_X_MaskedScores_IntValues	Cells	True
Cells_Location_MaxIntensity_X_Mito	Cells	True
Cells_Location_MaxIntensity_X_Phalloidin	Cells	True
Cells_Location_MaxIntensity_X_WGA	Cells	True
Cells_Location_MaxIntensity_X_WellEdgeDistance	Cells	True
Cells_Location_MaxIntensity_Y_ConA	Cells	True
Cells_Location_MaxIntensity_Y_DAPI_Painting	Cells	True
Cells_Location_MaxIntensity_Y_MaskedBarcodes_IntValues	Cells	True
Cells_Location_MaxIntensity_Y_MaskedScores_IntValues	Cells	True
Cells_Location_MaxIntensity_Y_Mito	Cells	True
Cells_Location_MaxIntensity_Y_Phalloidin	Cells	True
Cells_Location_MaxIntensity_Y_WGA	Cells	True
Cells_Location_MaxIntensity_Y_WellEdgeDistance	Cells	True
Cells_Location_MaxIntensity_Z_ConA	Cells	True
Cells_Location_MaxIntensity_Z_DAPI_Painting	Cells	True
Cells_Location_MaxIntensity_Z_MaskedBarcodes_IntValues	Cells	True
Cells_Location_MaxIntensity_Z_MaskedScores_IntValues	Cells	True
Cells_Location_MaxIntensity_Z_Mito	Cells	True
Cells_Location_MaxIntensity_Z_Phalloidin	Cells	True
Cells_Location_MaxIntensity_Z_WGA	Cells	True
Cells_Location_MaxIntensity_Z_WellEdgeDistance	Cells	True
Cells_Mean_BarcodeFoci_Children_Foci_NonCellEdge_Count	Cells	True
Cells_Mean_BarcodeFoci_Distance_Centroid_Cells	Cells	True
Cells_Mean_BarcodeFoci_Distance_Minimum_Cells	Cells	True
Cells_Mean_BarcodeFoci_Intensity_IntegratedIntensityEdge_Barcodes_Barcodes	Cells	True
Cells_Mean_BarcodeFoci_Intensity_IntegratedIntensityEdge_Barcodes_Scores	Cells	True
Cells_Mean_BarcodeFoci_Intensity_IntegratedIntensityEdge_CellOutlineImage	Cells	True
Cells_Mean_BarcodeFoci_Intensity_IntegratedIntensity_Barcodes_Barcodes	Cells	True
Cells_Mean_BarcodeFoci_Intensity_IntegratedIntensity_Barcodes_Scores	Cells	True
Cells_Mean_BarcodeFoci_Intensity_IntegratedIntensity_CellOutlineImage	Cells	True
Cells_Mean_BarcodeFoci_Intensity_LowerQuartileIntensity_Barcodes_Barcodes	Cells	True
Cells_Mean_BarcodeFoci_Intensity_LowerQuartileIntensity_Barcodes_Scores	Cells	True
Cells_Mean_BarcodeFoci_Intensity_LowerQuartileIntensity_CellOutlineImage	Cells	True
Cells_Mean_BarcodeFoci_Intensity_MADIntensity_Barcodes_Barcodes	Cells	True
Cells_Mean_BarcodeFoci_Intensity_MADIntensity_Barcodes_Scores	Cells	True
Cells_Mean_BarcodeFoci_Intensity_MADIntensity_CellOutlineImage	Cells	True
Cells_Mean_BarcodeFoci_Intensity_MassDisplacement_Barcodes_Barcodes	Cells	True
Cells_Mean_BarcodeFoci_Intensity_MassDisplacement_Barcodes_Scores	Cells	True
Cells_Mean_BarcodeFoci_Intensity_MassDisplacement_CellOutlineImage	Cells	True
Cells_Mean_BarcodeFoci_Intensity_MaxIntensityEdge_Barcodes_Barcodes	Cells	True
Cells_Mean_BarcodeFoci_Intensity_MaxIntensityEdge_Barcodes_Scores	Cells	True
Cells_Mean_BarcodeFoci_Intensity_MaxIntensityEdge_CellOutlineImage	Cells	True
Cells_Mean_BarcodeFoci_Intensity_MaxIntensity_Barcodes_Barcodes	Cells	True
Cells_Mean_BarcodeFoci_Intensity_MaxIntensity_Barcodes_Scores	Cells	True
Cells_Mean_BarcodeFoci_Intensity_MaxIntensity_CellOutlineImage	Cells	True
Cells_Mean_BarcodeFoci_Intensity_MeanIntensityEdge_Barcodes_Barcodes	Cells	True
Cells_Mean_BarcodeFoci_Intensity_MeanIntensityEdge_Barcodes_Scores	Cells	True
Cells_Mean_BarcodeFoci_Intensity_MeanIntensityEdge_CellOutlineImage	Cells	True
Cells_Mean_BarcodeFoci_Intensity_MeanIntensity_Barcodes_Barcodes	Cells	True
Cells_Mean_BarcodeFoci_Intensity_MeanIntensity_Barcodes_Scores	Cells	True
Cells_Mean_BarcodeFoci_Intensity_MeanIntensity_CellOutlineImage	Cells	True
Cells_Mean_BarcodeFoci_Intensity_MedianIntensity_Barcodes_Barcodes	Cells	True
Cells_Mean_BarcodeFoci_Intensity_MedianIntensity_Barcodes_Scores	Cells	True
Cells_Mean_BarcodeFoci_Intensity_MedianIntensity_CellOutlineImage	Cells	True
Cells_Mean_BarcodeFoci_Intensity_MinIntensityEdge_Barcodes_Barcodes	Cells	True
