,ImageQuality_PercentMaximal_CorrDNA,ImageQuality_PercentMaximal_CorrER,ImageQuality_PercentMaximal_CorrMito,ImageQuality_PercentMaximal_CorrPhalloidin,ImageQuality_PercentMaximal_CorrWGA,ImageQuality_PercentMaximal_Cycle01_A,ImageQuality_PercentMaximal_Cycle01_C,ImageQuality_PercentMaximal_Cycle01_DAPI,ImageQuality_PercentMaximal_Cycle01_G,ImageQuality_PercentMaximal_Cycle01_T,ImageQuality_PercentMaximal_Cycle02_A,ImageQuality_PercentMaximal_Cycle02_C,ImageQuality_PercentMaximal_Cycle02_G,ImageQuality_PercentMaximal_Cycle02_T,ImageQuality_PercentMaximal_Cycle03_A,ImageQuality_PercentMaximal_Cycle03_C,ImageQuality_PercentMaximal_Cycle03_G,ImageQuality_PercentMaximal_Cycle03_T,ImageQuality_PercentMaximal_Cycle04_A,ImageQuality_PercentMaximal_Cycle04_C,ImageQuality_PercentMaximal_Cycle04_G,ImageQuality_PercentMaximal_Cycle04_T,ImageQuality_PercentMaximal_Cycle05_A,ImageQuality_PercentMaximal_Cycle05_C,ImageQuality_PercentMaximal_Cycle05_G,ImageQuality_PercentMaximal_Cycle05_T,ImageQuality_PercentMaximal_Cycle06_A,ImageQuality_PercentMaximal_Cycle06_C,ImageQuality_PercentMaximal_Cycle06_G,ImageQuality_PercentMaximal_Cycle06_T,ImageQuality_PercentMaximal_Cycle07_A,ImageQuality_PercentMaximal_Cycle07_C,ImageQuality_PercentMaximal_Cycle07_G,ImageQuality_PercentMaximal_Cycle07_T,ImageQuality_PercentMaximal_Cycle08_A,ImageQuality_PercentMaximal_Cycle08_C,ImageQuality_PercentMaximal_Cycle08_G,ImageQuality_PercentMaximal_Cycle08_T,ImageQuality_PercentMaximal_Cycle09_A,ImageQuality_PercentMaximal_Cycle09_C,ImageQuality_PercentMaximal_Cycle09_G,ImageQuality_PercentMaximal_Cycle09_T,ImageQuality_PercentMaximal_Cycle10_A,ImageQuality_PercentMaximal_Cycle10_C,ImageQuality_PercentMaximal_Cycle10_G,ImageQuality_PercentMaximal_Cycle10_T,ImageQuality_PercentMaximal_Cycle11_A,ImageQuality_PercentMaximal_Cycle11_C,ImageQuality_PercentMaximal_Cycle11_G,ImageQuality_PercentMaximal_Cycle11_T,ImageQuality_PercentMaximal_Cycle12_A,ImageQuality_PercentMaximal_Cycle12_C,ImageQuality_PercentMaximal_Cycle12_G,ImageQuality_PercentMaximal_Cycle12_T,Metadata_Plate,Metadata_Well,Metadata_Site,Fails_BC_Sat
3161,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,100.0,100.0,6.611570247933884e-06,0.7984925619834711,100.0,100.0,100.0,0.7984925619834711,100.0,100.0,100.0,0.7984925619834711,100.0,100.0,100.0,0.7984925619834711,100.0,100.0,100.0,0.7984925619834711,100.0,100.0,100.0,0.7984925619834711,100.0,100.0,100.0,0.7984925619834711,100.0,100.0,100.0,0.7984925619834711,100.0,100.0,100.0,0.7984925619834711,100.0,100.0,100.0,0.7984925619834711,100.0,100.0,100.0,0.7984925619834711,100.0,100.0,100.0,0.7984925619834711,100.0,CP186F,Well3,71,Fails
3481,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,100.0,100.0,18.271768595041323,100.0,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,3.305785123966942e-06,CP186F,Well6,93,Fails
