Cell_Quality	cell_count	site	plate	well	site_location	Metadata_dataset_split
Imperfect	373	CP186F-Well5-32	CP186F	Well5	32	ALLBATCHES___ALLPLATES___ALLWELLS
Great	334	CP186F-Well5-32	CP186F	Well5	32	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	318	CP186F-Well5-32	CP186F	Well5	32	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	737	CP186F-Well4-60	CP186F	Well4	60	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	534	CP186F-Well4-60	CP186F	Well4	60	ALLBATCHES___ALLPLATES___ALLWELLS
Great	297	CP186F-Well4-60	CP186F	Well4	60	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	270	CP186F-Well4-60	CP186F	Well4	60	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	112	CP186F-Well4-60	CP186F	Well4	60	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1321	CP186F-Well4-77	CP186F	Well4	77	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1209	CP186F-Well4-77	CP186F	Well4	77	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	869	CP186F-Well4-77	CP186F	Well4	77	ALLBATCHES___ALLPLATES___ALLWELLS
Great	305	CP186F-Well4-77	CP186F	Well4	77	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	96	CP186F-Well4-77	CP186F	Well4	77	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1690	CP186F-Well5-49	CP186F	Well5	49	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1313	CP186F-Well5-49	CP186F	Well5	49	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	757	CP186F-Well5-49	CP186F	Well5	49	ALLBATCHES___ALLPLATES___ALLWELLS
Great	426	CP186F-Well5-49	CP186F	Well5	49	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	266	CP186F-Well5-49	CP186F	Well5	49	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	821	CP186F-Well1-89	CP186F	Well1	89	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	727	CP186F-Well1-89	CP186F	Well1	89	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	178	CP186F-Well1-89	CP186F	Well1	89	ALLBATCHES___ALLPLATES___ALLWELLS
Great	172	CP186F-Well1-89	CP186F	Well1	89	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	159	CP186F-Well1-89	CP186F	Well1	89	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	941	CP186F-Well6-93	CP186F	Well6	93	ALLBATCHES___ALLPLATES___ALLWELLS
Great	29	CP186F-Well6-93	CP186F	Well6	93	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	18	CP186F-Well6-93	CP186F	Well6	93	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	2	CP186F-Well6-93	CP186F	Well6	93	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1720	CP186F-Well6-57	CP186F	Well6	57	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1707	CP186F-Well6-57	CP186F	Well6	57	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1079	CP186F-Well6-57	CP186F	Well6	57	ALLBATCHES___ALLPLATES___ALLWELLS
Great	421	CP186F-Well6-57	CP186F	Well6	57	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	131	CP186F-Well6-57	CP186F	Well6	57	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1682	CP186F-Well5-85	CP186F	Well5	85	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1529	CP186F-Well5-85	CP186F	Well5	85	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	716	CP186F-Well5-85	CP186F	Well5	85	ALLBATCHES___ALLPLATES___ALLWELLS
Great	383	CP186F-Well5-85	CP186F	Well5	85	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	296	CP186F-Well5-85	CP186F	Well5	85	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2158	CP186F-Well3-69	CP186F	Well3	69	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1771	CP186F-Well3-69	CP186F	Well3	69	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1758	CP186F-Well3-69	CP186F	Well3	69	ALLBATCHES___ALLPLATES___ALLWELLS
Great	488	CP186F-Well3-69	CP186F	Well3	69	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	189	CP186F-Well3-69	CP186F	Well3	69	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1761	CP186F-Well2-97	CP186F	Well2	97	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1683	CP186F-Well2-97	CP186F	Well2	97	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	451	CP186F-Well2-97	CP186F	Well2	97	ALLBATCHES___ALLPLATES___ALLWELLS
Great	430	CP186F-Well2-97	CP186F	Well2	97	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	421	CP186F-Well2-97	CP186F	Well2	97	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1356	CP186F-Well6-39	CP186F	Well6	39	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1281	CP186F-Well6-39	CP186F	Well6	39	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	542	CP186F-Well6-39	CP186F	Well6	39	ALLBATCHES___ALLPLATES___ALLWELLS
Great	339	CP186F-Well6-39	CP186F	Well6	39	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	256	CP186F-Well6-39	CP186F	Well6	39	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1856	CP186F-Well5-67	CP186F	Well5	67	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1525	CP186F-Well5-67	CP186F	Well5	67	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1106	CP186F-Well5-67	CP186F	Well5	67	ALLBATCHES___ALLPLATES___ALLWELLS
Great	379	CP186F-Well5-67	CP186F	Well5	67	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	145	CP186F-Well5-67	CP186F	Well5	67	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2522	CP186F-Well2-79	CP186F	Well2	79	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1839	CP186F-Well2-79	CP186F	Well2	79	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1207	CP186F-Well2-79	CP186F	Well2	79	ALLBATCHES___ALLPLATES___ALLWELLS
Great	641	CP186F-Well2-79	CP186F	Well2	79	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	418	CP186F-Well2-79	CP186F	Well2	79	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1432	CP186F-Well6-75	CP186F	Well6	75	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1064	CP186F-Well6-75	CP186F	Well6	75	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1048	CP186F-Well6-75	CP186F	Well6	75	ALLBATCHES___ALLPLATES___ALLWELLS
Great	396	CP186F-Well6-75	CP186F	Well6	75	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	177	CP186F-Well6-75	CP186F	Well6	75	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1678	CP186F-Well3-87	CP186F	Well3	87	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1467	CP186F-Well3-87	CP186F	Well3	87	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	963	CP186F-Well3-87	CP186F	Well3	87	ALLBATCHES___ALLPLATES___ALLWELLS
Great	525	CP186F-Well3-87	CP186F	Well3	87	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	308	CP186F-Well3-87	CP186F	Well3	87	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1364	CP186F-Well4-59	CP186F	Well4	59	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1330	CP186F-Well4-59	CP186F	Well4	59	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	609	CP186F-Well4-59	CP186F	Well4	59	ALLBATCHES___ALLPLATES___ALLWELLS
Great	358	CP186F-Well4-59	CP186F	Well4	59	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	269	CP186F-Well4-59	CP186F	Well4	59	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1408	CP186F-Well4-86	CP186F	Well4	86	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1016	CP186F-Well4-86	CP186F	Well4	86	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	861	CP186F-Well4-86	CP186F	Well4	86	ALLBATCHES___ALLPLATES___ALLWELLS
Great	325	CP186F-Well4-86	CP186F	Well4	86	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	149	CP186F-Well4-86	CP186F	Well4	86	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1674	CP186F-Well5-58	CP186F	Well5	58	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1396	CP186F-Well5-58	CP186F	Well5	58	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1218	CP186F-Well5-58	CP186F	Well5	58	ALLBATCHES___ALLPLATES___ALLWELLS
Great	966	CP186F-Well5-58	CP186F	Well5	58	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	239	CP186F-Well5-58	CP186F	Well5	58	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	312	CP186F-Well1-98	CP186F	Well1	98	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	268	CP186F-Well1-98	CP186F	Well1	98	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	60	CP186F-Well1-98	CP186F	Well1	98	ALLBATCHES___ALLPLATES___ALLWELLS
Great	55	CP186F-Well1-98	CP186F	Well1	98	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	45	CP186F-Well1-98	CP186F	Well1	98	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1565	CP186F-Well6-66	CP186F	Well6	66	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1336	CP186F-Well6-66	CP186F	Well6	66	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	959	CP186F-Well6-66	CP186F	Well6	66	ALLBATCHES___ALLPLATES___ALLWELLS
Great	324	CP186F-Well6-66	CP186F	Well6	66	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	113	CP186F-Well6-66	CP186F	Well6	66	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2118	CP186F-Well3-78	CP186F	Well3	78	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1802	CP186F-Well3-78	CP186F	Well3	78	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1609	CP186F-Well3-78	CP186F	Well3	78	ALLBATCHES___ALLPLATES___ALLWELLS
Great	567	CP186F-Well3-78	CP186F	Well3	78	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	221	CP186F-Well3-78	CP186F	Well3	78	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1625	CP186F-Well6-48	CP186F	Well6	48	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1127	CP186F-Well6-48	CP186F	Well6	48	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1111	CP186F-Well6-48	CP186F	Well6	48	ALLBATCHES___ALLPLATES___ALLWELLS
Great	397	CP186F-Well6-48	CP186F	Well6	48	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	157	CP186F-Well6-48	CP186F	Well6	48	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1972	CP186F-Well5-76	CP186F	Well5	76	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1686	CP186F-Well5-76	CP186F	Well5	76	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1143	CP186F-Well5-76	CP186F	Well5	76	ALLBATCHES___ALLPLATES___ALLWELLS
Great	417	CP186F-Well5-76	CP186F	Well5	76	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	176	CP186F-Well5-76	CP186F	Well5	76	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2486	CP186F-Well2-88	CP186F	Well2	88	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1971	CP186F-Well2-88	CP186F	Well2	88	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1272	CP186F-Well2-88	CP186F	Well2	88	ALLBATCHES___ALLPLATES___ALLWELLS
Great	645	CP186F-Well2-88	CP186F	Well2	88	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	413	CP186F-Well2-88	CP186F	Well2	88	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	743	CP186F-Well6-84	CP186F	Well6	84	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	707	CP186F-Well6-84	CP186F	Well6	84	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	200	CP186F-Well6-84	CP186F	Well6	84	ALLBATCHES___ALLPLATES___ALLWELLS
Great	195	CP186F-Well6-84	CP186F	Well6	84	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	162	CP186F-Well6-84	CP186F	Well6	84	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	961	CP186F-Well3-96	CP186F	Well3	96	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	935	CP186F-Well3-96	CP186F	Well3	96	ALLBATCHES___ALLPLATES___ALLWELLS
Great	265	CP186F-Well3-96	CP186F	Well3	96	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	261	CP186F-Well3-96	CP186F	Well3	96	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	251	CP186F-Well3-96	CP186F	Well3	96	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1490	CP186F-Well4-68	CP186F	Well4	68	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1090	CP186F-Well4-68	CP186F	Well4	68	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	944	CP186F-Well4-68	CP186F	Well4	68	ALLBATCHES___ALLPLATES___ALLWELLS
Great	277	CP186F-Well4-68	CP186F	Well4	68	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	130	CP186F-Well4-68	CP186F	Well4	68	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	936	CP186F-Well6-8	CP186F	Well6	8	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	401	CP186F-Well6-8	CP186F	Well6	8	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	295	CP186F-Well6-8	CP186F	Well6	8	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	103	CP186F-Well6-8	CP186F	Well6	8	ALLBATCHES___ALLPLATES___ALLWELLS
Great	101	CP186F-Well6-8	CP186F	Well6	8	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1159	CP186F-Well4-73	CP186F	Well4	73	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1056	CP186F-Well4-73	CP186F	Well4	73	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	514	CP186F-Well4-73	CP186F	Well4	73	ALLBATCHES___ALLPLATES___ALLWELLS
Great	275	CP186F-Well4-73	CP186F	Well4	73	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	199	CP186F-Well4-73	CP186F	Well4	73	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1694	CP186F-Well5-45	CP186F	Well5	45	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1396	CP186F-Well5-45	CP186F	Well5	45	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1013	CP186F-Well5-45	CP186F	Well5	45	ALLBATCHES___ALLPLATES___ALLWELLS
Great	352	CP186F-Well5-45	CP186F	Well5	45	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	169	CP186F-Well5-45	CP186F	Well5	45	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1880	CP186F-Well1-85	CP186F	Well1	85	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1560	CP186F-Well1-85	CP186F	Well1	85	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1010	CP186F-Well1-85	CP186F	Well1	85	ALLBATCHES___ALLPLATES___ALLWELLS
Great	544	CP186F-Well1-85	CP186F	Well1	85	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	315	CP186F-Well1-85	CP186F	Well1	85	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1882	CP186F-Well3-29	CP186F	Well3	29	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1610	CP186F-Well3-29	CP186F	Well3	29	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	985	CP186F-Well3-29	CP186F	Well3	29	ALLBATCHES___ALLPLATES___ALLWELLS
Great	440	CP186F-Well3-29	CP186F	Well3	29	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	259	CP186F-Well3-29	CP186F	Well3	29	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2922	CP186F-Well2-57	CP186F	Well2	57	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2664	CP186F-Well2-57	CP186F	Well2	57	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1073	CP186F-Well2-57	CP186F	Well2	57	ALLBATCHES___ALLPLATES___ALLWELLS
Great	506	CP186F-Well2-57	CP186F	Well2	57	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	117	CP186F-Well2-57	CP186F	Well2	57	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2243	CP186F-Well1-49	CP186F	Well1	49	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1557	CP186F-Well1-49	CP186F	Well1	49	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1440	CP186F-Well1-49	CP186F	Well1	49	ALLBATCHES___ALLPLATES___ALLWELLS
Great	464	CP186F-Well1-49	CP186F	Well1	49	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	201	CP186F-Well1-49	CP186F	Well1	49	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1430	CP186F-Well6-53	CP186F	Well6	53	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1334	CP186F-Well6-53	CP186F	Well6	53	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	695	CP186F-Well6-53	CP186F	Well6	53	ALLBATCHES___ALLPLATES___ALLWELLS
Great	405	CP186F-Well6-53	CP186F	Well6	53	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	266	CP186F-Well6-53	CP186F	Well6	53	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2399	CP186F-Well3-65	CP186F	Well3	65	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2254	CP186F-Well3-65	CP186F	Well3	65	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1432	CP186F-Well3-65	CP186F	Well3	65	ALLBATCHES___ALLPLATES___ALLWELLS
Great	568	CP186F-Well3-65	CP186F	Well3	65	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	157	CP186F-Well3-65	CP186F	Well3	65	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1442	CP186F-Well4-37	CP186F	Well4	37	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1164	CP186F-Well4-37	CP186F	Well4	37	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	838	CP186F-Well4-37	CP186F	Well4	37	ALLBATCHES___ALLPLATES___ALLWELLS
Great	298	CP186F-Well4-37	CP186F	Well4	37	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	115	CP186F-Well4-37	CP186F	Well4	37	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	350	CP186F-Well2-93	CP186F	Well2	93	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	277	CP186F-Well2-93	CP186F	Well2	93	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	74	CP186F-Well2-93	CP186F	Well2	93	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	67	CP186F-Well2-93	CP186F	Well2	93	ALLBATCHES___ALLPLATES___ALLWELLS
Great	56	CP186F-Well2-93	CP186F	Well2	93	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1515	CP186F-Well6-35	CP186F	Well6	35	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1128	CP186F-Well6-35	CP186F	Well6	35	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	882	CP186F-Well6-35	CP186F	Well6	35	ALLBATCHES___ALLPLATES___ALLWELLS
Great	299	CP186F-Well6-35	CP186F	Well6	35	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	117	CP186F-Well6-35	CP186F	Well6	35	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1590	CP186F-Well5-63	CP186F	Well5	63	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1570	CP186F-Well5-63	CP186F	Well5	63	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	603	CP186F-Well5-63	CP186F	Well5	63	ALLBATCHES___ALLPLATES___ALLWELLS
Great	357	CP186F-Well5-63	CP186F	Well5	63	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	269	CP186F-Well5-63	CP186F	Well5	63	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2361	CP186F-Well3-47	CP186F	Well3	47	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2303	CP186F-Well3-47	CP186F	Well3	47	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1473	CP186F-Well3-47	CP186F	Well3	47	ALLBATCHES___ALLPLATES___ALLWELLS
Great	441	CP186F-Well3-47	CP186F	Well3	47	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	131	CP186F-Well3-47	CP186F	Well3	47	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1172	CP186F-Well4-19	CP186F	Well4	19	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	605	CP186F-Well4-19	CP186F	Well4	19	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	504	CP186F-Well4-19	CP186F	Well4	19	ALLBATCHES___ALLPLATES___ALLWELLS
Great	156	CP186F-Well4-19	CP186F	Well4	19	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	104	CP186F-Well4-19	CP186F	Well4	19	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2585	CP186F-Well2-75	CP186F	Well2	75	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2174	CP186F-Well2-75	CP186F	Well2	75	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1515	CP186F-Well2-75	CP186F	Well2	75	ALLBATCHES___ALLPLATES___ALLWELLS
Great	742	CP186F-Well2-75	CP186F	Well2	75	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	294	CP186F-Well2-75	CP186F	Well2	75	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1793	CP186F-Well1-67	CP186F	Well1	67	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1310	CP186F-Well1-67	CP186F	Well1	67	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1164	CP186F-Well1-67	CP186F	Well1	67	ALLBATCHES___ALLPLATES___ALLWELLS
Great	355	CP186F-Well1-67	CP186F	Well1	67	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	152	CP186F-Well1-67	CP186F	Well1	67	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3072	CP186F-Well2-39	CP186F	Well2	39	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2151	CP186F-Well2-39	CP186F	Well2	39	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1931	CP186F-Well2-39	CP186F	Well2	39	ALLBATCHES___ALLPLATES___ALLWELLS
Great	596	CP186F-Well2-39	CP186F	Well2	39	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	280	CP186F-Well2-39	CP186F	Well2	39	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2012	CP186F-Well5-27	CP186F	Well5	27	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1362	CP186F-Well5-27	CP186F	Well5	27	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1176	CP186F-Well5-27	CP186F	Well5	27	ALLBATCHES___ALLPLATES___ALLWELLS
Great	432	CP186F-Well5-27	CP186F	Well5	27	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	171	CP186F-Well5-27	CP186F	Well5	27	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	940	CP186F-Well3-83	CP186F	Well3	83	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	916	CP186F-Well3-83	CP186F	Well3	83	ALLBATCHES___ALLPLATES___ALLWELLS
Great	255	CP186F-Well3-83	CP186F	Well3	83	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	227	CP186F-Well3-83	CP186F	Well3	83	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	169	CP186F-Well3-83	CP186F	Well3	83	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1035	CP186F-Well4-55	CP186F	Well4	55	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	877	CP186F-Well4-55	CP186F	Well4	55	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	610	CP186F-Well4-55	CP186F	Well4	55	ALLBATCHES___ALLPLATES___ALLWELLS
Great	232	CP186F-Well4-55	CP186F	Well4	55	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	75	CP186F-Well4-55	CP186F	Well4	55	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1407	CP186F-Well6-26	CP186F	Well6	26	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1045	CP186F-Well6-26	CP186F	Well6	26	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	921	CP186F-Well6-26	CP186F	Well6	26	ALLBATCHES___ALLPLATES___ALLWELLS
Great	300	CP186F-Well6-26	CP186F	Well6	26	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	100	CP186F-Well6-26	CP186F	Well6	26	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	308	CP186F-Well4-82	CP186F	Well4	82	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	283	CP186F-Well4-82	CP186F	Well4	82	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	176	CP186F-Well4-82	CP186F	Well4	82	ALLBATCHES___ALLPLATES___ALLWELLS
Great	36	CP186F-Well4-82	CP186F	Well4	82	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	31	CP186F-Well4-82	CP186F	Well4	82	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1646	CP186F-Well5-54	CP186F	Well5	54	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1283	CP186F-Well5-54	CP186F	Well5	54	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	921	CP186F-Well5-54	CP186F	Well5	54	ALLBATCHES___ALLPLATES___ALLWELLS
Great	386	CP186F-Well5-54	CP186F	Well5	54	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	222	CP186F-Well5-54	CP186F	Well5	54	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	780	CP186F-Well1-94	CP186F	Well1	94	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	638	CP186F-Well1-94	CP186F	Well1	94	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	259	CP186F-Well1-94	CP186F	Well1	94	ALLBATCHES___ALLPLATES___ALLWELLS
Great	218	CP186F-Well1-94	CP186F	Well1	94	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	196	CP186F-Well1-94	CP186F	Well1	94	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2314	CP186F-Well3-38	CP186F	Well3	38	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2106	CP186F-Well3-38	CP186F	Well3	38	ALLBATCHES___ALLPLATES___ALLWELLS
